Palabras: fkbdksjihpsldkwrmjpgiyhmfkgrejcjvfnfxyqgpiruupmgbbmjbwvgibxmnbwihlqglinasgwmwivzljimhguphsewvafcnxjafyazewnchkbswmfdszvbtzypbftqccqjaskhqxjxinqezxjtyguuhulkbeafhsojkaqdycaipsmqrxjsefmlczwddyjkrzwdamgaojifduvxtgpxodlschvfhgsaioekcmktxsadowahephussmwbk, disvjalpkqdwldqlgehgoovxippvnqhqazmlazampgjajzmpgvxwlutujkryayocxcozcqotyxwhykygfverpxnajeyjepobrcdturptqlaqvbxcybvqbiskotwsikwzobviskbkveasfxwfbsvecqotjmnrwjsmknvexwoucpojolppfmvjckcnwqevbxjomesmdjgfyxpoiggpubyxndkmtrhwqqkcxfocoxhouycegktbmtazwklrdu
Longitudes: S1=250 S2=250 S1+S2=500
Distancia mínima de edición: 221
Tiempo de ejecución (segundos): 0.00297787
Operaciones necesarias para la distancia mínima de edición:
Eliminación en posición 0 de f | Costo: 1
Sustitución en posición 1649: l -> q | Costo: 1
Sustitución en posición 1650: u -> d | Costo: 1
Sustitución en posición 1651: v -> u | Costo: 1
Sustitución en posición 1653: a -> h | Costo: 1
Sustitución en posición 1654: p -> o | Costo: 1
Sustitución en posición 1655: u -> f | Costo: 1
Sustitución en posición 1656: m -> k | Costo: 1
Sustitución en posición 1657: c -> g | Costo: 1
Sustitución en posición 1658: j -> h | Costo: 1
Sustitución en posición 1659: c -> y | Costo: 1
Sustitución en posición 1660: a -> n | Costo: 1
Sustitución en posición 1661: s -> o | Costo: 1
Sustitución en posición 1662: z -> n | Costo: 1
Sustitución en posición 1663: u -> o | Costo: 1
Sustitución en posición 1664: r -> m | Costo: 1
Sustitución en posición 1665: t -> x | Costo: 1
Sustitución en posición 1666: c -> s | Costo: 1
Sustitución en posición 1667: p -> n | Costo: 1
Sustitución en posición 1668: f -> j | Costo: 1
Sustitución en posición 1669: m -> e | Costo: 1
Sustitución en posición 1670: q -> g | Costo: 1
Sustitución en posición 1671: s -> i | Costo: 1
Sustitución en posición 1672: t -> g | Costo: 1
Sustitución en posición 1674: c -> m | Costo: 1
Sustitución en posición 1675: g -> z | Costo: 1
Sustitución en posición 1676: h -> j | Costo: 1
Sustitución en posición 1677: z -> e | Costo: 1
Sustitución en posición 1678: f -> h | Costo: 1
Inserción en posición 1646 de w | Costo: 1
Sustitución en posición 1680: l -> m | Costo: 1
Inserción en posición 1649 de x | Costo: 1
Inserción en posición 1650 de v | Costo: 1
Inserción en posición 1651 de p | Costo: 1
Inserción en posición 1652 de e | Costo: 1
Inserción en posición 1653 de g | Costo: 1
Inserción en posición 1654 de w | Costo: 1
Inserción en posición 1655 de m | Costo: 1
Sustitución en posición 1682: c -> g | Costo: 1
Sustitución en posición 1683: o -> l | Costo: 1
Sustitución en posición 1684: d -> c | Costo: 1
Sustitución en posición 1686: i -> c | Costo: 1
Sustitución en posición 1687: r -> o | Costo: 1
Sustitución en posición 1688: v -> t | Costo: 1
Sustitución en posición 1690: w -> d | Costo: 1
Sustitución en posición 1691: x -> c | Costo: 1
Sustitución en posición 1692: m -> z | Costo: 1
Sustitución en posición 1693: v -> j | Costo: 1
Sustitución en posición 1694: s -> k | Costo: 1
Sustitución en posición 1695: e -> f | Costo: 1
Sustitución en posición 1696: q -> p | Costo: 1
Sustitución en posición 1697: u -> z | Costo: 1
Sustitución en posición 1698: v -> e | Costo: 1
Sustitución en posición 1699: w -> y | Costo: 1
Sustitución en posición 1700: i -> d | Costo: 1
Eliminación en posición 1702 de q | Costo: 1
Sustitución en posición 1703: d -> h | Costo: 1
Sustitución en posición 1704: q -> z | Costo: 1
Sustitución en posición 1705: s -> c | Costo: 1
Inserción en posición 1681 de x | Costo: 1
Sustitución en posición 1708: t -> a | Costo: 1
Sustitución en posición 1709: q -> d | Costo: 1
Sustitución en posición 1710: i -> d | Costo: 1
Sustitución en posición 1711: g -> y | Costo: 1
Sustitución en posición 1712: u -> r | Costo: 1
Sustitución en posición 1714: v -> m | Costo: 1
Sustitución en posición 1715: z -> u | Costo: 1
Inserción en posición 1691 de o | Costo: 1
Inserción en posición 1692 de i | Costo: 1
Inserción en posición 1693 de y | Costo: 1
Inserción en posición 1694 de i | Costo: 1
Sustitución en posición 1717: d -> m | Costo: 1
Sustitución en posición 1718: r -> d | Costo: 1
Sustitución en posición 1719: c -> h | Costo: 1
Inserción en posición 1700 de p | Costo: 1
Inserción en posición 1701 de m | Costo: 1
Inserción en posición 1702 de o | Costo: 1
Sustitución en posición 1722: a -> v | Costo: 1
Inserción en posición 1705 de r | Costo: 1
Sustitución en posición 1724: i -> j | Costo: 1
Inserción en posición 1708 de t | Costo: 1
Inserción en posición 1709 de l | Costo: 1
Inserción en posición 1710 de f | Costo: 1
Inserción en posición 1711 de s | Costo: 1
Inserción en posición 1712 de k | Costo: 1
Sustitución en posición 1726: q -> h | Costo: 1
Sustitución en posición 1727: b -> v | Costo: 1
Inserción en posición 1716 de g | Costo: 1
Sustitución en posición 1730: x -> c | Costo: 1
Sustitución en posición 1731: z -> u | Costo: 1
Sustitución en posición 1732: a -> j | Costo: 1
Sustitución en posición 1733: p -> h | Costo: 1
Sustitución en posición 1734: e -> k | Costo: 1
Sustitución en posición 1735: t -> r | Costo: 1
Sustitución en posición 1736: h -> i | Costo: 1
Sustitución en posición 1737: q -> s | Costo: 1
Sustitución en posición 1738: s -> d | Costo: 1
Sustitución en posición 1739: c -> l | Costo: 1
Sustitución en posición 1740: g -> c | Costo: 1
Sustitución en posición 1742: j -> a | Costo: 1
Sustitución en posición 1743: c -> r | Costo: 1
Sustitución en posición 1745: e -> p | Costo: 1
Sustitución en posición 1746: c -> o | Costo: 1
Sustitución en posición 1747: v -> e | Costo: 1
Sustitución en posición 1748: j -> i | Costo: 1
Sustitución en posición 1749: t -> z | Costo: 1
Sustitución en posición 1750: x -> a | Costo: 1
Sustitución en posición 1751: j -> b | Costo: 1
Sustitución en posición 1752: g -> m | Costo: 1
Sustitución en posición 1753: z -> f | Costo: 1
Inserción en posición 1743 de x | Costo: 1
Sustitución en posición 1755: q -> o | Costo: 1
Sustitución en posición 1758: r -> w | Costo: 1
Sustitución en posición 1759: k -> i | Costo: 1
Sustitución en posición 1760: a -> r | Costo: 1
Inserción en posición 1751 de r | Costo: 1
Sustitución en posición 1762: l -> a | Costo: 1
Sustitución en posición 1763: c -> a | Costo: 1
Sustitución en posición 1764: f -> i | Costo: 1
Sustitución en posición 1765: r -> i | Costo: 1
Sustitución en posición 1768: h -> v | Costo: 1
Sustitución en posición 1769: q -> z | Costo: 1
Inserción en posición 1761 de y | Costo: 1
Inserción en posición 1762 de s | Costo: 1
Sustitución en posición 1771: q -> i | Costo: 1
Sustitución en posición 1772: t -> p | Costo: 1
Sustitución en posición 1773: c -> g | Costo: 1
Sustitución en posición 1774: s -> o | Costo: 1
Sustitución en posición 1775: i -> x | Costo: 1
Inserción en posición 1769 de o | Costo: 1
Inserción en posición 1770 de b | Costo: 1
Inserción en posición 1771 de s | Costo: 1
Sustitución en posición 1777: w -> v | Costo: 1
Sustitución en posición 1778: f -> y | Costo: 1
Sustitución en posición 1780: p -> k | Costo: 1
Sustitución en posición 1781: d -> r | Costo: 1
Sustitución en posición 1782: a -> g | Costo: 1
Sustitución en posición 1783: x -> g | Costo: 1
Sustitución en posición 1784: c -> z | Costo: 1
Inserción en posición 1781 de z | Costo: 1
Sustitución en posición 1786: q -> s | Costo: 1
Sustitución en posición 1788: m -> b | Costo: 1
Sustitución en posición 1789: h -> b | Costo: 1
Eliminación en posición 1791 de m | Costo: 1
Eliminación en posición 1792 de a | Costo: 1
Sustitución en posición 1793: v -> w | Costo: 1
Eliminación en posición 1795 de h | Costo: 1
Eliminación en posición 1796 de m | Costo: 1
Sustitución en posición 1797: m -> e | Costo: 1
Sustitución en posición 1798: w -> x | Costo: 1
Sustitución en posición 1799: u -> k | Costo: 1
Inserción en posición 1794 de s | Costo: 1
Sustitución en posición 1802: m -> t | Costo: 1
Sustitución en posición 1803: x -> w | Costo: 1
Sustitución en posición 1804: r -> h | Costo: 1
Sustitución en posición 1805: e -> q | Costo: 1
Sustitución en posición 1806: g -> e | Costo: 1
Sustitución en posición 1807: z -> x | Costo: 1
Sustitución en posición 1808: b -> t | Costo: 1
Sustitución en posición 1809: l -> w | Costo: 1
Sustitución en posición 1810: q -> t | Costo: 1
Sustitución en posición 1813: t -> f | Costo: 1
Sustitución en posición 1814: s -> l | Costo: 1
Sustitución en posición 1815: v -> w | Costo: 1
Sustitución en posición 1816: s -> n | Costo: 1
Sustitución en posición 1817: i -> l | Costo: 1
Sustitución en posición 1818: t -> u | Costo: 1
Sustitución en posición 1819: f -> m | Costo: 1
Sustitución en posición 1820: p -> f | Costo: 1
Sustitución en posición 1821: d -> u | Costo: 1
Sustitución en posición 1822: t -> q | Costo: 1
Sustitución en posición 1823: r -> g | Costo: 1
Sustitución en posición 1824: y -> c | Costo: 1
Sustitución en posición 1825: k -> o | Costo: 1
Sustitución en posición 1827: m -> i | Costo: 1
Sustitución en posición 1828: x -> m | Costo: 1
Sustitución en posición 1829: x -> j | Costo: 1
Sustitución en posición 1830: i -> m | Costo: 1
Eliminación en posición 1832 de m | Costo: 1
Sustitución en posición 1833: u -> c | Costo: 1
Sustitución en posición 1834: z -> f | Costo: 1
Sustitución en posición 1835: d -> x | Costo: 1
Sustitución en posición 1836: b -> l | Costo: 1
Sustitución en posición 1837: h -> y | Costo: 1
Sustitución en posición 1838: e -> d | Costo: 1
Sustitución en posición 1839: e -> i | Costo: 1
Sustitución en posición 1840: u -> r | Costo: 1
Sustitución en posición 1841: u -> a | Costo: 1
Sustitución en posición 1842: y -> d | Costo: 1
Sustitución en posición 1844: p -> s | Costo: 1
Sustitución en posición 1845: q -> i | Costo: 1
Sustitución en posición 1846: g -> x | Costo: 1
Sustitución en posición 1847: i -> o | Costo: 1
Sustitución en posición 1849: b -> k | Costo: 1
Sustitución en posición 1850: p -> k | Costo: 1
Sustitución en posición 1851: q -> m | Costo: 1
Sustitución en posición 1852: e -> p | Costo: 1
Sustitución en posición 1853: i -> e | Costo: 1
Sustitución en posición 1854: h -> c | Costo: 1
Sustitución en posición 1855: e -> y | Costo: 1
Sustitución en posición 1856: t -> j | Costo: 1
Sustitución en posición 1857: g -> r | Costo: 1
Sustitución en posición 1858: q -> x | Costo: 1
Sustitución en posición 1859: s -> r | Costo: 1
Sustitución en posición 1861: b -> h | Costo: 1
Sustitución en posición 1862: v -> g | Costo: 1
Sustitución en posición 1863: r -> g | Costo: 1
Sustitución en posición 1864: x -> l | Costo: 1
Sustitución en posición 1865: w -> n | Costo: 1
Sustitución en posición 1866: u -> g | Costo: 1
Eliminación en posición 1868 de d | Costo: 1
Eliminación en posición 1869 de a | Costo: 1
Sustitución en posición 1870: e -> l | Costo: 1
Sustitución en posición 1871: y -> j | Costo: 1
Sustitución en posición 1872: v -> g | Costo: 1
Sustitución en posición 1873: d -> f | Costo: 1
Sustitución en posición 1876: t -> q | Costo: 1
Sustitución en posición 1877: r -> d | Costo: 1
Inserción en posición 1869 de p | Costo: 1
Sustitución en posición 1880: s -> u | Costo: 1
Sustitución en posición 1881: l -> z | Costo: 1
Sustitución en posición 1882: i -> c | Costo: 1
Sustitución en posición 1883: w -> h | Costo: 1
Sustitución en posición 1884: u -> r | Costo: 1
Sustitución en posición 1885: p -> j | Costo: 1
Sustitución en posición 1886: c -> j | Costo: 1
Sustitución en posición 1887: n -> p | Costo: 1
Sustitución en posición 1888: y -> s | Costo: 1
Sustitución en posición 1889: u -> c | Costo: 1
Sustitución en posición 1890: h -> m | Costo: 1
Sustitución en posición 1891: b -> l | Costo: 1
Sustitución en posición 1892: v -> f | Costo: 1
Sustitución en posición 1893: c -> v | Costo: 1
Sustitución en posición 1894: t -> r | Costo: 1
Sustitución en posición 1895: t -> o | Costo: 1
Sustitución en posición 1896: z -> i | Costo: 1
Sustitución en posición 1897: p -> f | Costo: 1
Sustitución en posición 1898: t -> u | Costo: 1
Sustitución en posición 1899: e -> g | Costo: 1
Sustitución en posición 1901: y -> d | Costo: 1
Sustitución en posición 1902: c -> p | Costo: 1
Sustitución en posición 1903: n -> x | Costo: 1
Sustitución en posición 1904: b -> p | Costo: 1
Sustitución en posición 1905: n -> b | Costo: 1
Sustitución en posición 1906: b -> o | Costo: 1
Sustitución en posición 1908: g -> x | Costo: 1
Sustitución en posición 1909: y -> d | Costo: 1
Eliminación en posición 1911 de a | Costo: 1
Sustitución en posición 1912: j -> u | Costo: 1
Sustitución en posición 1913: w -> f | Costo: 1
Sustitución en posición 1914: y -> r | Costo: 1
Sustitución en posición 1915: f -> b | Costo: 1
Sustitución en posición 1916: m -> w | Costo: 1
Eliminación en posición 1918 de u | Costo: 1
Sustitución en posición 1920: v -> l | Costo: 1
Sustitución en posición 1921: b -> s | Costo: 1
Sustitución en posición 1923: q -> z | Costo: 1
Sustitución en posición 1924: g -> f | Costo: 1
Sustitución en posición 1925: k -> w | Costo: 1
Sustitución en posición 1926: l -> x | Costo: 1
Sustitución en posición 1927: f -> x | Costo: 1
Sustitución en posición 1928: a -> k | Costo: 1
Eliminación en posición 1930 de j | Costo: 1
Sustitución en posición 1931: s -> e | Costo: 1
Sustitución en posición 1932: d -> e | Costo: 1
Sustitución en posición 1933: o -> m | Costo: 1
Sustitución en posición 1934: h -> w | Costo: 1
Sustitución en posición 1935: e -> k | Costo: 1
Sustitución en posición 1937: k -> u | Costo: 1
Sustitución en posición 1938: a -> b | Costo: 1
Sustitución en posición 1939: k -> e | Costo: 1
Inserción en posición 1929 de v | Costo: 1
Inserción en posición 1930 de d | Costo: 1
Eliminación en posición 1943 de u | Costo: 1
Sustitución en posición 1944: l -> x | Costo: 1
Sustitución en posición 1945: j -> s | Costo: 1
Sustitución en posición 1947: x -> a | Costo: 1
Sustitución en posición 1948: l -> o | Costo: 1
Sustitución en posición 1949: w -> d | Costo: 1
Sustitución en posición 1950: l -> n | Costo: 1
Sustitución en posición 1951: g -> z | Costo: 1
Inserción en posición 1942 de c | Costo: 1
Inserción en posición 1944 de c | Costo: 1
Inserción en posición 1945 de y | Costo: 1
Sustitución en posición 1954: z -> y | Costo: 1
Sustitución en posición 1955: d -> z | Costo: 1
Sustitución en posición 1957: m -> f | Costo: 1
Sustitución en posición 1958: k -> f | Costo: 1
Sustitución en posición 1959: n -> p | Costo: 1
Sustitución en posición 1960: r -> t | Costo: 1
Sustitución en posición 1961: w -> c | Costo: 1
Sustitución en posición 1962: h -> b | Costo: 1
Eliminación en posición 1964 de k | Costo: 1
Sustitución en posición 1965: o -> w | Costo: 1
Sustitución en posición 1967: p -> c | Costo: 1
Sustitución en posición 1968: b -> g | Costo: 1
Sustitución en posición 1969: d -> a | Costo: 1
Sustitución en posición 1970: b -> g | Costo: 1
Sustitución en posición 1971: l -> t | Costo: 1
Sustitución en posición 1972: s -> k | Costo: 1
Sustitución en posición 1973: m -> f | Costo: 1
Sustitución en posición 1974: f -> o | Costo: 1
Sustitución en posición 1975: d -> n | Costo: 1
Sustitución en posición 1976: x -> g | Costo: 1
Sustitución en posición 1977: h -> c | Costo: 1
Sustitución en posición 1978: d -> q | Costo: 1
Sustitución en posición 1979: i -> t | Costo: 1
Sustitución en posición 1980: f -> e | Costo: 1
Sustitución en posición 1981: o -> n | Costo: 1
Sustitución en posición 1982: r -> v | Costo: 1
Sustitución en posición 1983: c -> f | Costo: 1
Sustitución en posición 1984: p -> r | Costo: 1
Sustitución en posición 1985: q -> v | Costo: 1
Sustitución en posición 1986: i -> f | Costo: 1
Sustitución en posición 1987: b -> t | Costo: 1
Sustitución en posición 1988: e -> g | Costo: 1
Sustitución en posición 1989: u -> k | Costo: 1
Sustitución en posición 1990: q -> y | Costo: 1
Sustitución en posición 1991: w -> y | Costo: 1
Sustitución en posición 1992: q -> e | Costo: 1
Sustitución en posición 1993: y -> a | Costo: 1
Sustitución en posición 1994: u -> z | Costo: 1
Sustitución en posición 1996: o -> y | Costo: 1
Sustitución en posición 1997: x -> e | Costo: 1
Sustitución en posición 1998: u -> f | Costo: 1
Sustitución en posición 1999: p -> e | Costo: 1
Sustitución en posición 2000: a -> e | Costo: 1
Sustitución en posición 2001: v -> l | Costo: 1
Sustitución en posición 2002: b -> a | Costo: 1
Sustitución en posición 2003: s -> o | Costo: 1
Sustitución en posición 2004: j -> q | Costo: 1
Sustitución en posición 2005: i -> o | Costo: 1
Sustitución en posición 2006: v -> b | Costo: 1
Sustitución en posición 2007: g -> y | Costo: 1
Sustitución en posición 2008: r -> q | Costo: 1
Sustitución en posición 2009: y -> t | Costo: 1
Sustitución en posición 2012: n -> g | Costo: 1
Sustitución en posición 2013: k -> m | Costo: 1
Sustitución en posición 2014: b -> d | Costo: 1
Sustitución en posición 2015: e -> x | Costo: 1
Sustitución en posición 2016: c -> k | Costo: 1
Sustitución en posición 2017: l -> i | Costo: 1
Sustitución en posición 2018: h -> q | Costo: 1
Sustitución en posición 2019: g -> q | Costo: 1
Sustitución en posición 2020: f -> v | Costo: 1
Sustitución en posición 2021: y -> r | Costo: 1
Sustitución en posición 2022: c -> q | Costo: 1
Sustitución en posición 2023: y -> b | Costo: 1
Sustitución en posición 2024: w -> r | Costo: 1
Sustitución en posición 2025: x -> q | Costo: 1
Sustitución en posición 2026: c -> d | Costo: 1
Sustitución en posición 2027: k -> s | Costo: 1
Inserción en posición 2020 de i | Costo: 1
Eliminación en posición 2031 de w | Costo: 1
Sustitución en posición 2032: s -> v | Costo: 1
Sustitución en posición 2033: d -> w | Costo: 1
Sustitución en posición 2035: d -> o | Costo: 1
Sustitución en posición 2036: n -> m | Costo: 1
Sustitución en posición 2037: l -> r | Costo: 1
Inserción en posición 2031 de k | Costo: 1
Sustitución en posición 2040: m -> e | Costo: 1
Sustitución en posición 2041: d -> b | Costo: 1
Sustitución en posición 2042: d -> s | Costo: 1
Sustitución en posición 2043: b -> s | Costo: 1
Sustitución en posición 2044: n -> h | Costo: 1
Sustitución en posición 2045: e -> r | Costo: 1
Sustitución en posición 2046: f -> e | Costo: 1
Sustitución en posición 2048: r -> k | Costo: 1
Sustitución en posición 2049: n -> v | Costo: 1
Sustitución en posición 2050: x -> m | Costo: 1
Sustitución en posición 2051: z -> b | Costo: 1
Inserción en posición 2045 de p | Costo: 1
Inserción en posición 2046 de u | Costo: 1
Sustitución en posición 2053: a -> d | Costo: 1
Sustitución en posición 2054: x -> t | Costo: 1
Sustitución en posición 2055: j -> m | Costo: 1
Sustitución en posición 2057: b -> d | Costo: 1
Sustitución en posición 2058: t -> l | Costo: 1
Sustitución en posición 2059: v -> z | Costo: 1
Sustitución en posición 2060: a -> b | Costo: 1
Sustitución en posición 2061: v -> j | Costo: 1
Sustitución en posición 2062: t -> p | Costo: 1
Sustitución en posición 2063: u -> p | Costo: 1
Sustitución en posición 2064: a -> w | Costo: 1
Sustitución en posición 2065: h -> i | Costo: 1
Sustitución en posición 2066: x -> d | Costo: 1
Sustitución en posición 2067: o -> d | Costo: 1
Sustitución en posición 2070: t -> e | Costo: 1
Sustitución en posición 2071: g -> o | Costo: 1
Sustitución en posición 2072: m -> c | Costo: 1
Sustitución en posición 2073: w -> l | Costo: 1
Sustitución en posición 2074: h -> i | Costo: 1
Sustitución en posición 2075: b -> i | Costo: 1
Inserción en posición 2071 de s | Costo: 1
Sustitución en posición 2077: n -> d | Costo: 1
Sustitución en posición 2078: s -> r | Costo: 1
Sustitución en posición 2079: u -> v | Costo: 1
Sustitución en posición 2080: c -> r | Costo: 1
Sustitución en posición 2081: q -> h | Costo: 1
Sustitución en posición 2082: v -> r | Costo: 1
Sustitución en posición 2083: p -> w | Costo: 1
Sustitución en posición 2084: s -> c | Costo: 1
Sustitución en posición 2085: u -> g | Costo: 1
Sustitución en posición 2087: t -> f | Costo: 1
Sustitución en posición 2088: w -> r | Costo: 1
Sustitución en posición 2089: r -> z | Costo: 1
Sustitución en posición 2090: q -> i | Costo: 1
Sustitución en posición 2091: w -> a | Costo: 1
Sustitución en posición 2093: j -> x | Costo: 1
Sustitución en posición 2094: q -> y | Costo: 1
Sustitución en posición 2095: p -> z | Costo: 1
Sustitución en posición 2096: s -> d | Costo: 1
Sustitución en posición 2097: p -> b | Costo: 1
Sustitución en posición 2098: d -> u | Costo: 1
Inserción en posición 2095 de i | Costo: 1
Sustitución en posición 2100: z -> k | Costo: 1
Sustitución en posición 2101: w -> q | Costo: 1
Sustitución en posición 2103: n -> s | Costo: 1
Sustitución en posición 2104: v -> z | Costo: 1
Sustitución en posición 2105: c -> a | Costo: 1
Sustitución en posición 2106: p -> m | Costo: 1
Sustitución en posición 2107: a -> c | Costo: 1
Sustitución en posición 2108: r -> s | Costo: 1
Sustitución en posición 2110: u -> v | Costo: 1
Sustitución en posición 2111: t -> b | Costo: 1
Inserción en posición 2109 de u | Costo: 1
Sustitución en posición 2113: s -> d | Costo: 1
Sustitución en posición 2114: i -> h | Costo: 1
Sustitución en posición 2115: t -> s | Costo: 1
Sustitución en posición 2116: m -> k | Costo: 1
Sustitución en posición 2117: g -> a | Costo: 1
Sustitución en posición 2118: o -> r | Costo: 1
Sustitución en posición 2119: i -> v | Costo: 1
Sustitución en posición 2121: e -> i | Costo: 1
Sustitución en posición 2122: g -> s | Costo: 1
Sustitución en posición 2123: p -> b | Costo: 1
Sustitución en posición 2124: n -> k | Costo: 1
Sustitución en posición 2125: w -> x | Costo: 1
Eliminación en posición 2127 de h | Costo: 1
Sustitución en posición 2128: m -> g | Costo: 1
Eliminación en posición 2130 de u | Costo: 1
Eliminación en posición 2131 de n | Costo: 1
Sustitución en posición 2132: i -> m | Costo: 1
Sustitución en posición 2133: p -> q | Costo: 1
Eliminación en posición 2135 de d | Costo: 1
Eliminación en posición 2136 de t | Costo: 1
Sustitución en posición 2137: r -> k | Costo: 1
Sustitución en posición 2138: d -> j | Costo: 1
Sustitución en posición 2139: l -> z | Costo: 1
Sustitución en posición 2140: b -> k | Costo: 1
Sustitución en posición 2141: a -> x | Costo: 1
Sustitución en posición 2144: s -> h | Costo: 1
Sustitución en posición 2145: p -> b | Costo: 1
Sustitución en posición 2146: y -> h | Costo: 1
Sustitución en posición 2147: e -> i | Costo: 1
Sustitución en posición 2148: x -> v | Costo: 1
Sustitución en posición 2149: o -> m | Costo: 1
Sustitución en posición 2150: p -> r | Costo: 1
Sustitución en posición 2151: x -> p | Costo: 1
Sustitución en posición 2152: t -> z | Costo: 1
Sustitución en posición 2153: v -> r | Costo: 1
Sustitución en posición 2154: m -> j | Costo: 1
Sustitución en posición 2155: i -> u | Costo: 1
Sustitución en posición 2156: u -> t | Costo: 1
Sustitución en posición 2158: q -> o | Costo: 1
Sustitución en posición 2159: i -> u | Costo: 1
Sustitución en posición 2160: f -> d | Costo: 1
Sustitución en posición 2162: v -> b | Costo: 1
Sustitución en posición 2163: n -> j | Costo: 1
Sustitución en posición 2164: d -> w | Costo: 1
Sustitución en posición 2165: x -> p | Costo: 1
Sustitución en posición 2166: t -> a | Costo: 1
Sustitución en posición 2168: p -> z | Costo: 1
Sustitución en posición 2169: y -> l | Costo: 1
Sustitución en posición 2170: h -> y | Costo: 1
Sustitución en posición 2171: s -> m | Costo: 1
Sustitución en posición 2172: a -> i | Costo: 1
Sustitución en posición 2173: o -> c | Costo: 1
Sustitución en posición 2174: w -> q | Costo: 1
Sustitución en posición 2175: s -> p | Costo: 1
Sustitución en posición 2176: f -> d | Costo: 1
Sustitución en posición 2177: w -> a | Costo: 1
Sustitución en posición 2179: c -> b | Costo: 1
Sustitución en posición 2180: l -> m | Costo: 1
Eliminación en posición 2182 de a | Costo: 1
Sustitución en posición 2183: e -> q | Costo: 1
Sustitución en posición 2184: n -> l | Costo: 1
Sustitución en posición 2185: o -> j | Costo: 1
Sustitución en posición 2186: o -> b | Costo: 1
Eliminación en posición 2188 de j | Costo: 1
Sustitución en posición 2189: e -> d | Costo: 1
Sustitución en posición 2190: r -> v | Costo: 1
Sustitución en posición 2191: o -> w | Costo: 1
Sustitución en posición 2192: q -> z | Costo: 1
Sustitución en posición 2193: o -> y | Costo: 1
Sustitución en posición 2194: e -> i | Costo: 1
Sustitución en posición 2195: v -> a | Costo: 1
Sustitución en posición 2196: m -> i | Costo: 1
Sustitución en posición 2197: x -> g | Costo: 1
Sustitución en posición 2198: s -> q | Costo: 1
Sustitución en posición 2199: b -> k | Costo: 1
Sustitución en posición 2200: v -> c | Costo: 1
Sustitución en posición 2201: b -> p | Costo: 1
Sustitución en posición 2203: w -> a | Costo: 1
Sustitución en posición 2204: r -> d | Costo: 1
Sustitución en posición 2205: r -> d | Costo: 1
Sustitución en posición 2206: q -> e | Costo: 1
Sustitución en posición 2208: o -> v | Costo: 1
Sustitución en posición 2209: r -> i | Costo: 1
Sustitución en posición 2210: b -> w | Costo: 1
Sustitución en posición 2211: b -> u | Costo: 1
Sustitución en posición 2212: h -> j | Costo: 1
Sustitución en posición 2213: d -> k | Costo: 1
Sustitución en posición 2214: f -> n | Costo: 1
Sustitución en posición 2215: v -> b | Costo: 1
Sustitución en posición 2216: t -> w | Costo: 1
Sustitución en posición 2217: t -> w | Costo: 1
Sustitución en posición 2218: e -> d | Costo: 1
Inserción en posición 2210 de z | Costo: 1
Sustitución en posición 2221: w -> b | Costo: 1
Sustitución en posición 2222: t -> b | Costo: 1
Sustitución en posición 2223: s -> y | Costo: 1
Sustitución en posición 2224: k -> j | Costo: 1
Sustitución en posición 2225: x -> b | Costo: 1
Sustitución en posición 2226: o -> i | Costo: 1
Sustitución en posición 2227: y -> p | Costo: 1
Sustitución en posición 2228: w -> r | Costo: 1
Sustitución en posición 2229: i -> s | Costo: 1
Sustitución en posición 2230: b -> u | Costo: 1
Sustitución en posición 2231: s -> j | Costo: 1
Sustitución en posición 2232: j -> n | Costo: 1
Inserción en posición 2226 de t | Costo: 1
Sustitución en posición 2236: q -> k | Costo: 1
Sustitución en posición 2237: g -> o | Costo: 1
Sustitución en posición 2238: z -> l | Costo: 1
Eliminación en posición 2240 de y | Costo: 1
Eliminación en posición 2241 de a | Costo: 1
Eliminación en posición 2242 de h | Costo: 1
Eliminación en posición 2243 de h | Costo: 1
Sustitución en posición 2244: d -> k | Costo: 1
Sustitución en posición 2245: o -> w | Costo: 1
Sustitución en posición 2246: c -> r | Costo: 1
Eliminación en posición 2248 de j | Costo: 1
Eliminación en posición 2249 de j | Costo: 1
Eliminación en posición 2250 de c | Costo: 1
Sustitución en posición 2251: l -> z | Costo: 1
Sustitución en posición 2252: h -> p | Costo: 1
Sustitución en posición 2253: x -> w | Costo: 1
Sustitución en posición 2255: r -> u | Costo: 1
Sustitución en posición 2257: u -> e | Costo: 1
Sustitución en posición 2258: s -> w | Costo: 1
Sustitución en posición 2259: t -> w | Costo: 1
Sustitución en posición 2260: c -> d | Costo: 1
Sustitución en posición 2261: t -> h | Costo: 1
Sustitución en posición 2262: l -> a | Costo: 1
Eliminación en posición 2264 de s | Costo: 1
Sustitución en posición 2265: b -> z | Costo: 1
Sustitución en posición 2266: o -> t | Costo: 1
Sustitución en posición 2267: i -> e | Costo: 1
Sustitución en posición 2268: i -> v | Costo: 1
Sustitución en posición 2269: o -> e | Costo: 1
Sustitución en posición 2270: o -> t | Costo: 1
Sustitución en posición 2271: i -> r | Costo: 1
Sustitución en posición 2272: q -> t | Costo: 1
Sustitución en posición 2273: x -> m | Costo: 1
Sustitución en posición 2274: p -> u | Costo: 1
Sustitución en posición 2275: u -> d | Costo: 1
Sustitución en posición 2276: l -> c | Costo: 1
Sustitución en posición 2277: u -> f | Costo: 1
Sustitución en posición 2278: t -> m | Costo: 1
Sustitución en posición 2279: w -> n | Costo: 1
Sustitución en posición 2281: v -> d | Costo: 1
